id,user,text,processed_text
1467968155,mia_19,gotta repeat  whole art folio cuz old one with a whole terms work got wet ,got ta repeat whole art folio cuz old one whole term work got wet
1467968402,Themfc,I'm ready for the weekend already. It's only Monday. ,i readi weekend alreadi it monday
1467968584,zyree,@lovebscott umm nope..think im an insomniac ..plus i got the flu...i'lll be sleepin like a phuckin fish outta water any minute now! ,umm nope think im insomniac plus got flu lll sleepin like phuckin fish outta water minut
1467968722,seaglopur,"has Finland sleeping for the night, not really enough time ",finland sleep night realli enough time
1467968741,davejohnson,@lunafiko can't wait to try em but prolly have to wait until next weekend at the earliest ,wait tri em prolli wait next weekend earliest
1467968785,JenniferRowden,Shiner is taking up all my bed and blankets! ,shiner take bed blanket
1467968979,atothebed,@clarianne APRIL 9TH ISN'T COMING SOON ENOUGH ,april isn t come soon enough
1467969001,Trissies,wants to cry ,want cri
1467969172,fishliver,I need to go to the bank tomorrow before I go broke... ,i need go bank tomorrow i go broke
1467969478,michellepolus,"This earthquake in italy has me sadden.  it's only three hours away from naples, where my family is ",this earthquak itali sadden three hour away napl famili
1467969551,Liinaadee,"i should be sleeping, i have a stressed out week coming to me. ",sleep stress week come
1467969625,Pathia,@dragoneer Yea   I am working tp hack my server to do the 12player thing for folks,yea i work tp hack server thing folk
1467969654,SER99,has hurt her ankle!! and is going to the dr ,hurt ankl go dr
1467970550,druck21,@raymondroman oh noes. how did you manage to send something to the trash can AND empty it without noticing! i feel for ya ,oh noe manag send someth trash and empti without notic feel ya
1467970648,Fletcher_Girl,Lost my free copy of radioactive so can't put it on my ipod grr!And i can't go out + buy 'nother coz it came with that paper ,lost free copi radioact put ipod grr and go buy nother coz came paper
1467970783,broski12,doing make up shit ,make shit
1467970917,lene,"Photoshop, I hate it when you crash ",photoshop i hate crash
1467971318,wiwiwinDra,vacations makes me feel sick! ,vacat make feel sick
1467971407,richarizard,you shouldn't have gone ,gone
1467971977,LFTA,listening to Murd and 9th wonder- just chillen out missing my crazy sex life  ,listen murd wonder chillen miss crazi sex life
1467972017,_CheshireKat,"@louie094: shooting!?!! be careful, luisa ",shoot care luisa
1467972262,Smith_Cameron,@hillary006 I'm sure everyone has ruined my gift to you  Whitney has my serious Cell #...We doing easter as well?,i sure everyon ruin gift whitney serious cell we easter well
1467972493,HeidiCortez,is at Beso in Hollywood... so tired ,beso hollywood tire
1467972750,rosalie_belle,"I don't want to wake up early tomorrow.  Damn you, work!",i want wake earli tomorrow damn work
1467972931,cmsebest,just finished watching the movie Prayers for Bobby. Broke my heart ,finish watch movi prayer bobbi broke heart
1467978564,saltypond,@syekr is myki really horrible? ,myki realli horribl
1467978585,NahStarSeeYa,@stephenkruiser i had 2 put my dog down today too  someone ran her over,put dog today someon ran
1467978803,CacheAdvance,@NevadaWolf Sorry to hear about your DNF run tonight. Always a risk to get bad coords on an FTF!! ,sorri hear dnf run tonight alway risk get bad coord ftf
1467978846,smeykunz,"@Honey3223 I did get some disgruntled people when I wrote my ESN, but the 1000 hits in one day made up for it. Bill pulls in 250 tops ",i get disgruntl peopl i wrote esn hit one day made bill pull top
1467979094,widyatarina,"@moony394 OHH! OMG. LMAO. I'm crying right now, LOL! KUTNERRRR was the best! ",ohh omg lmao i cri right lol kutnerrrr best
1467979143,dofumon,came back from running and took a shower...why does my lower stomach still hurt after exercising? ,came back run took shower lower stomach still hurt exercis
1467979291,MeghTW,watching Fallon with mom and working on a project...school is hard ,watch fallon mom work project school hard
1467979353,whatevershesaid,56 min till home time and counting! I have a craving to visit the MAC store but they will have closed by the time I get there ,min till home time count i crave visit mac store close time i get
1467979479,ROSJewelry,@stephenkruiser I am so sorry to hear that!  Take care!,i sorri hear take care
1467979491,TeresaUlring,@PaulColes  hmmm...greed is good when it motivates the individual to do better-not so much when it takes away from others ,hmmm greed good motiv individu better much take away other
1467979676,danicag,"@GABBYiSACTiVE brat! You have to rub it in, don't you.... I want a mocha ",brat you rub i want mocha
1467979782,widyatarina,KUTNERRRR!  WHY??? WHY??????  And to think that 13 is still on the show?? UGH. Kutner/Kal Penn - you've been the bright star in Ho ...,kutnerrrr whi whi and think still show ugh kutner kal penn bright star ho
1467979881,joshray,@redvinylgirl my mom has it. I wish you the best of luck ,mom i wish best luck
1467980053,xGabii,I so hate homeworks -.- My head hurts so bad ,i hate homework my head hurt bad
1467980251,_LadyT_,got the ebay blues! item i want jumped from no bidders to over $100 in an hour.. still has 3 hours to go. i'd better not get my hopes up ,got ebay blue item want jump bidder hour still hour go better get hope
1467980262,ACTinglikeamama,@gigdiary I know -  was a little depressed that we ate so much last night there were no leftovers today ,i know littl depress ate much last night leftov today
1467980679,Nasef,"well the pc in my living room suffered a fatal partion lost, all my itunes library is gone.. and some docs with pics.... ",well pc live room suffer fatal partion lost itun librari gone doc pic
1467980858,Casey_Szulc,sad day: manu out for the season ,sad day manu season
1467981007,fleurybanery,@stephenkruiser You poor spunky...its so sad...my Rotti made it to 10 and I had to go down the same path....I know how you feel ,you poor spunki sad rotti made i go path i know feel
1467981027,maTERIALfemme,im sooo sad right now  i need a hug,im sooo sad right need hug
1467981326,KatieJonas3000,"wants her step brother home  im so worried, you dont even know. i hope he knows how much i care for him...",want step brother home im worri dont even know hope know much care
1467981408,deannathach,@heidimontag just got done watching the hills! loved it! excited for the next episode! and im sad this is the last season! ,got done watch hill love excit next episod im sad last season
1467981468,Roses_Are_Red,@ryanmwilson aww that stinks!  *hugs*,aww stink hug
1467981584,triner,"I'm tired. I feel like crap. And the world feels all crummy. Make me happy, USB disco mouse. ",i tire i feel like crap and world feel crummi make happi usb disco mous
1467981695,giselle88,"i dont want to believe what im reading...buu,so sad ",dont want believ im read buu sad
1467981897,YoungStew123,Wondering why gamebattles is down ,wonder gamebattl
1467982038,The_Book_Thief,White trash vs us... We were outnumbered.  http://twitpic.com/2y3jp,white trash vs us we outnumb
1467982039,TeresaUlring,"@emitstop So true, I have it and don't use it ",so true i use
1467982077,mcdoogie,"Spring break is here at last, but no one is here to celebrate ",spring break last one celebr
1467982235,Superneej,Morning! Bah Car won't start.. waiting for the ANWB.... ,morn bah car start wait anwb
1467982281,A_Gael,"@katebornstein which is pretty anti memorial tattoos   but for all but the strictest, there's no official BAN, just disapproving family",pretti anti memori tattoo strictest offici ban disapprov famili
1467982442,Flipdesign,"Balamurugan, a longterm member of the team is leaving this month. We'll miss working with him  hope he does well in his next venture",balamurugan longterm member team leav month we miss work hope well next ventur
1467982606,shesaywat,@JustGelo Its sad knowing how they found her body. What a crazy world we live in. No child deserves that ya know. ,it sad know found bodi what crazi world live no child deserv ya know
1467982607,ValerieFlynt,"I wanna rock a Maxi dress @ Coachella, but lacking funding ",i wan na rock maxi dress coachella lack fund
1467982718,alexleebehan,Of course the baby is screaming in the crib the night before my first day back at work.  So I let him cry it out? Boooo,of cours babi scream crib night first day back work so i let cri boooo
1467982795,TiffinyB,"I am home missing my baby  Busy week ahead Fri is a chill day with my guy and kids, Egg hunt Sat, Spiral and DMB Sat night and Easter!",i home miss babi busi week ahead fri chill day guy kid egg hunt sat spiral dmb sat night easter
1467983247,MichaelPe,@FollowSavvy I never found her. everytime I click on her twitter thing through your myspace..... it goes to some dude's page ,i never found everytim i click twitter thing myspac goe dude page
1467983249,jennygacy,@stephenkruiser that's horrible  sorryto hear that.,horribl sorryto hear
1467983568,P_licious,@David_Henrie i cant find it! it says dtmafiaofficial doesnt exist!there's jus 1 dtmafia i found n u dun seem to b followin it  wht to do?,cant find say dtmafiaoffici doesnt exist jus dtmafia found n u dun seem b followin wht
1467983745,itsviolet,i thought you would support me on this ,thought would support
1467983950,Nessie,"augh, eff sarth  i stole some of MIL's nail polish, its pretty! =o",augh eff sarth stole mil nail polish pretti
1467984364,suzi98babe,Wishes I was on the Spring Fling Tour with Dawn &amp; neecee Sigh  G'knight,wish i spring fling tour dawn amp neece sigh g knight
1467984605,idiom,The Hoyts Distribution NZ website isn't working for me. Great. And it HAS to be like this when I need it most ,the hoyt distribut nz websit work great and has like i need
1467984655,dreaaa,@crummyasshole i don't like that they only had him in the first movie  cillian murphy is hot ,like first movi cillian murphi hot
1467985031,Lydisquidie,wishes for good old cartoons to come back. ie: Captain Planet! Where's Wally! Daria! (sadness  ),wish good old cartoon come back ie captain planet where walli daria sad
1467985114,gladyschock,not feeling v good abt myself ,feel v good abt
1467985153,Drama_Queen101,i just got a text from sarah ,got text sarah
1467985155,hoosfoos,Another day at centre point - this time an early start so guessing train will be rammed with commuters ,anoth day centr point time earli start guess train ram commut
1467985166,rick93662,"Four games this fall: Modern Warfare 2, Halo 3 ODST, Brutal Legend, and Bioshock 2 I need more cash ",four game fall modern warfar halo odst brutal legend bioshock i need cash
1467985185,niffyat,"@d_castillo ugh, that's disconcerting ",ugh disconcert
1467985226,Southpaw217,@Devinthedude007 actually the whole site has finally been taken over by those damn russians ,actual whole site final taken damn russian
1467985259,ikimb0,MY TWEETS ARENT GOING THROUGH ,my tweet arent go through
1467985560,arielk,"Just finished a delicious breakfast, my last in Paris  I'll miss milk, europe has the tastiest milk in the world, I don't drink it in US.",just finish delici breakfast last pari i miss milk europ tastiest milk world i drink us
1467986058,robkellas,"iLearn is down and out, great considering finals are this week... ",ilearn great consid final week
1467986061,harmonicait,@Carmonium i'm stressed outttt ,stress outttt
1467986157,UNCMN,Also I shouldve Bern asleep an hour ago ,also i shouldv bern asleep hour ago
1467986284,Christiansegall,trying to figure out this twitter thing...none of my friends are on  yet. Soo much to see.,tri figur twitter thing none friend yet soo much see
1467986323,beeryce,Re-pinging @Kyle44: Custom icons I made! =] look cool but the edges could be less square  might look bad on a diff background,re ping custom icon i made look cool edg could less squar might look bad diff background
1467986374,yo_its_shannon,I want to be back in LA ,i want back la
1467986559,The_B_Ho_Show,@enterbelladonna i dunno how to use the forum and i get frustrated with it. i'll miss talking to you on here. ,dunno use forum get frustrat miss talk
1467986889,BrianG2k,@lilbucknuts41 not an option ,option
1467986976,zerhynn,@georgeruiz Unfortunately one of those moments wasn't a giant squid monster. ,unfortun one moment giant squid monster
1467987098,mynameissasha,@thestar_rage I want one too    is the branch in MidV open too?,i want one branch midv open
1467987619,wildbill,"@daNanner aw, sorry to hear that. ",aw sorri hear
1467987712,aishaisha,"Change of plans, we ordered Macs instead. Time to hit the books! ",chang plan order mac instead time hit book
1467987736,roboppy,@polhillian YUP. ,yup
1467987971,txcranberry,@NKDreamer did you see Donnie's tweet stats? almost 700 @ replies...and no JRK ,see donni tweet stat almost repli jrk
1467988366,alanzeyes,"@tim_grainger nah, I haven't received my stimulus yet ",nah i receiv stimulus yet
1467988612,jackdanielzz,@ikimb0 i just seen ur tweet . plz write bak if u get this. i havnt got one reply bak ,seen ur tweet plz write bak u get havnt got one repli bak
1467988885,Linda8286,@McCainBlogette Awwwww and you were trying to go to sleep 3 hours ago ,awwwww tri go sleep hour ago
1467989188,littlefoxy,"@stephenkruiser I'm so sorry to hear that.  It's always sad when we lose those close to us, as we loved them.",i sorri hear it alway sad lose close us love
1467989855,ep0pe86,cant sleep but im still feelin like a piece of shit ,cant sleep im still feelin like piec shit
1467990115,whiskey_kitten,@stephenkruiser oh  my sympathies. it's a hard decision. i always hope my old border collie will go in her sleep. she's 14 too. *hug*,oh sympathi hard decis alway hope old border colli go sleep hug
1467990374,SammyBooker,@josephheustess ...well there was this really cool part where... i wont spoil it ,well realli cool part wont spoil
1467990530,patrogersisgod,@limbecky I'm doing the time warp without you and am sad. ,i time warp without sad
1467990628,joehnlein,"@theresawhite this is true, lol but it's still a slap in the face after such a warm end of march ",true lol still slap face warm end march
1467992207,Huddy1124,I hate converting movies just to put em on my itouch ,i hate convert movi put em itouch
1467992251,peaceandlove7,gross i have a pimple ,gross pimpl
1467992351,angelistic,@Torturedlady yea  ma'naaaaaaaaaaaaaaaaaaaam (marwan accent) lol,yea naaaaaaaaaaaaaaaaaaaam marwan accent lol
1467992521,miketownsend,one less follower tonight ,one less follow tonight
1467992592,koenn,@Unholyknight so did your mom last night.  brb while I figure out whether I just burned you or myself the most.,mom last night brb i figur whether i burn
1467992696,pop_corn_,I feel like I am the only &quot;twitterer&quot; not on TweetDeck. ,i feel like i quot twitter quot tweetdeck
1467992866,TheBoss63,@Wyldceltic1 He has Karate tournament in 8 weeks  ,he karat tournament week
1467992993,mf1077,going to sleep can't be up until 1am again...and no I didn't finish my statistics homework! ,go sleep i finish statist homework
1467993509,tgoldmann8,North carolina baby!! Aint nothin stopping them but the nba draft ,north carolina babi aint nothin stop nba draft
1467993608,mscproductions,Can't sleep again ,can sleep
1467993829,jmbirney,"I reaaly miss john mayer's twitters.  fuck rude people. Remove him if you don't like his tweets, bitchfucks.",i reaali miss john mayer twitter fuck rude peopl remov like tweet bitchfuck
1467993866,amanu,is going to have a late one at MQU today ,go late one mqu today
1467994306,katiehufford,im so tired of work...i need a life.... ,im tire work need life
1467994316,kelseyblondie,"just leavin work, my feet hurt ",leavin work feet hurt
1467994419,caityisawinner,@PlayRadioPlay that was so sad and unexpected.  i totally cried haha.,sad unexpect total cri haha
1467994519,cartrouble,Superneej: Morning! Bah Car won't start.. waiting for the ANWB.... ,superneej morn bah car start wait anwb
1467995216,Reynaga12345,Still doing my homework!!! ,still homework
1467995217,ChrisVanPatten,A little sad ,a littl sad
1467995433,PamsLove,@deepbluesealove My Mom &amp; Dad both get up around 6...too early for me ,my mom amp dad get around earli
1467995609,stefanie_husen,should've been asleep two hours ago ,asleep two hour ago
1467995759,lawschoolninja,@stephenkruiser So sorry to hear about your dog. ,so sorri hear dog
1467996032,BkBap,"Funny how the little things make me homesick, criminals breakn n2 a brownstone on LawNOrd CI made me misty ",funni littl thing make homesick crimin breakn brownston lawnord ci made misti
1467996096,Beatmixology,"@djsoulsister yeah, great vid. I had the 12&quot; single, but sold it a few years ago ",yeah great vid i quot singl sold year ago
1467996633,mdzulkar9,im on val's mac in iitsc clubroom. still sweating ,im val mac iitsc clubroom still sweat
1467996852,greatcorbinski,@stephenkruiser awww so sad!!!  I'm so sorry!!,awww sad i sorri
1467997236,alyssaisrad916,UpdatingFFE.  That gives me nothing to do for a good twenty minutes!,updatingff that give noth good twenti minut
1467997817,bellalucia,"Hot compress not rily workng for pulled muscle  gng to bed, good night",hot compress rili workng pull muscl gng bed good night
1467998037,amitgupta,Have an invite for &quot;Healthy Dining&quot; session at Ashok Hotel today with Exec Chef R.Chopra but damn workload - will have to skip it! ,have invit quot healthi dine quot session ashok hotel today exec chef r chopra damn workload skip
1467998248,TheThreePeas,@stephenkruiser I'm so sorry to hear about your dog   wishing you happier days to come!,i sorri hear dog wish happier day come
1467998362,KWelkeBrom,@hellivina I miss 'em too. ,i miss em
1467998485,sexygrneyes,"@misstoriblack cool , i have no tweet apps  for my razr 2",cool tweet app razr
1467998601,Young_J,I'm off too bed. I gotta wake up hella early tomorrow morning. ,i bed i got ta wake hella earli tomorrow morn
1467998657,Kena_Howard,still procrastinating... i hate organizing my clothes  there's just so much....,still procrastin hate organ cloth much
1467998795,gerrymoth,"Just been playing with the new Mobbler v0.4.0 and it adds some great new features, but won't play music on my E71, like v0.3.5 did ",just play new mobbler add great new featur play music like
1467998928,still_b_here,@latroneb oh but there's one bestie missing ,oh one besti miss
1467998954,joyindiscovery,"@esuriospiritus time to come back to flawda for double dates! no, seriously, i'm sorry to hear that. ",time come back flawda doubl date serious sorri hear
1467998983,grantzobell,I'm up way to late to be working for a client 12:10 AM  #fb,i way late work client am fb
1467999423,elenarr,blegghhhh i have to go to work ,blegghhhh go work
1467999499,jj_1983,Back at work  @ John Muir Dr http://loopt.us/KoqAbg,back work john muir dr
1467999819,jacob_hilton,@DAChesterFrench I emailed you yesterday and u never responded ,i email yesterday u never respond
1467999887,tmgeary,It's going to be a long year for A's fans. ,it go long year a fan
1468000014,purrtygurl717,Just got done watching the new House episode.Definitely one of the saddest episodes ever. ,just got done watch new hous episod definit one saddest episod ever
1468000208,stevejabs,Man... taxes suck.  I'm horrified that i did something wrong on them.  TurboTax decided to keep around a lot of the stuff I turned off.  ,man tax suck i horrifi someth wrong turbotax decid keep around lot stuff i turn
1468000700,sirultimos,Sleep time.  Tomorrow is gonna suck ,sleep time tomorrow gon na suck
1468000743,Rayveniael,WTF Not Kutner!  Oh I'm so pissed @ House.  I mean really WTF   ,wtf not kutner oh i piss hous i mean realli wtf
1468000812,Fang04,@AmberPacific i know i dont know why i said that ,know dont know said
1468000880,candicebunny,CASH RULES EVERYTHING AROUND ME ,cash rule everyth around me
1468000929,RobKardashian,Just picked up some oats from the market to eat for breakfast with my boy @adamgoldston now time to do work at USC... late night ,just pick oat market eat breakfast boy adamgoldston time work usc late night
1468000948,Hanster7705,i feel sick  too much icecream,feel sick much icecream
1468000996,sambg7777,@faithgg45  this computer doesn't have shockwave...blah  no account yet,comput shockwav blah account yet
1468001373,seriouslyben,@RubyRose1 awww wish i could go! but its in sydney ,awww wish could go sydney
1468001543,vanhall,@luxuryprgal hahaha suriously! I feel like everyone knows this show is a joke except lc! ,hahaha surious i feel like everyon know show joke except lc
1468001960,SoledadP,"I just can't spell today, i totally suck ",i spell today total suck
1468001978,dianaroua,are you vaccinated against chicken-pox?should I vaccinate my 3 yr old?I am SO confused about this damn thing ,vaccin chicken pox i vaccin yr old i so confus damn thing
1468002902,niko_the_best,@ school  at least last day!!!!!!,school least last day
1468002948,NakitaRose,Yawwwn! Gotta get up early tomorrow  who's ready for the weekend???,yawwwn got ta get earli tomorrow readi weekend
1468003025,pinkflamingo9,i miss being at home for calving season...sad that black one died this morning  wish i had some bottle calves!,miss home calv season sad black one die morn wish bottl calv
1468003264,perrythebirman,@stephenkruiser i so sorry for your loss. my brother dog sam is sick w/cushings disease. ,sorri loss brother dog sam sick w cush diseas
1468003324,jj_1983,Back to work. I get to spend the next 8 hours alone in the dispatch room ,back work i get spend next hour alon dispatch room
1468003327,SarahNicole26,"there's a new kind of starburst: favereds. sounds fab, bc cherry and strawberry are MY fav red's but they added watermellon and its yucky ",new kind starburst faver sound fab bc cherri strawberri my fav red ad watermellon yucki
1468003631,Theatergirl62,"Well, so much for being productive on my 2 days off from Angels ",well much product day angel
1468004048,squishymatter,@andreabakes Oh gee - insomnia sucks   Have you tried melatonin?,oh gee insomnia suck have tri melatonin
1468004641,kow_shik,@vivekg86 Good to hear that we have support in NetBeans. But then its NetBeans you know ,good hear support netbean but netbean know
1468004743,UmmUthman,@heidimontag I wish we would get it the same time at the rest of world. unfornately I am in Cairo and have to wait for mtva to play it ,i wish would get time rest world unforn i cairo wait mtva play
1468004846,elohveee,heartbroken over little sandra. prayers are with the family. ,heartbroken littl sandra prayer famili
1468005022,stranger_danger,"@hadtobeyou I'm at 900 words, it's all can do  I'll finish tomorrow maybe",i word i finish tomorrow mayb
1468005297,fuzzywuzzy1,@shortiethug how come ur background covers the screen but mine is in the corner? ,come ur background cover screen mine corner
1468006137,gamwyn,"Wrote exactly three lines of dialogue tonight, then gave up. ",wrote exact three line dialogu tonight gave
1468006169,kryptonsite,@ashman01 My only complaint about Facebook is they've changed it so much it's confusing ,my complaint facebook chang much confus
1468006195,kristie__,Sliced my finger ,slice finger
1468006296,shroedernz,going thru town and traffic on bypass is stink ,go thru town traffic bypass stink
1468006362,woflln,Ugh can't sleep.  Wish i had a good cuddle to  Make me ass out ,ugh sleep wish good cuddl make ass
1468006505,Skooj,I hate when software update downloads updates without telling me. I never know what's downloading when it is ,i hate softwar updat download updat without tell i never know download
1468006591,rchlrchfrt,went to ihop again. Great for a diet   At least there were no kung foo pancakes this time. -Rachel-,went ihop great diet at least kung foo pancak time rachel
1468006681,TheCuriousCase,The internet is hating me. Night i s'pose. ,the internet hate night pose
1468006748,Migg,@contactabe I'm so jealous.  I missed all of opening day this year ,i jealous i miss open day year
1468006784,bonk_onthehead,It's so cruel having to wait for reviews to come in.  So far it looks like Star Trek will be the best film of the year!,it cruel wait review come so far look like star trek best film year
1468006962,sheilaelaine,"Debating if I should just shower now, so I can sleep a little later tomorrow ",debat i shower i sleep littl later tomorrow
1468007450,jlkmustang,My stress always culminates with physical pain.  ,my stress alway culmin physic pain
1468007676,caitd86,need to sleep. but cant ,need sleep cant
1468007877,John2x,my little pinky finger hurts so much.. ,littl pinki finger hurt much
1468010183,marythedork,@sarahsaturday I'm sorry your gift card ran out.... That suck. ,i sorri gift card ran that suck
1468010236,LeahPaskalides,home for spring break. no one is home tho ,home spring break one home tho
1468010250,bgmahesh,I accessed oneindia.mobi from a Google phone (Android). It doesn't support Indic languages ,i access oneindia mobi googl phone android it support indic languag
1468010346,Kelsey_Leigh,Why does school take over your life so much you don't get sleep anymore  .. I am still doing school work and have more to do as well,whi school take life much get sleep anymor i still school work well
1468010664,katdogs,@MTsiaklides aw I wish I could! I can't really speak to my yia yia because she doesn't speak english ,aw i wish i could i realli speak yia yia speak english
1468011003,Syppress,@winggato no free comp lol ,free comp lol
1468011315,carebearCC26,getting ready to clean the house from top to bottom ,get readi clean hous top bottom
1468012099,MaddiganROSE,crying  my friend is moving away tomorrow ,cri friend move away tomorrow
1468012103,xXRawrJanisXx,@swiftkaratechop STOP NOMNOMS!!!! ..you didn't share!  Night peoples!!,stop nomnom share night peopl
1468012152,shuvra,"thinks she is getting a cold that she caught from Daddy.  Oh no, my trip would be ruined. ",think get cold caught daddi oh trip would ruin
1468012289,widyatarina,@moony394 yeah  is it bcoz kal penn is a visiting lecturer somewhere n cant be on the show anymore? im gonna miss him ,yeah bcoz kal penn visit lectur somewher n cant show anymor im gon na miss
1468012316,upsideumop,So the procrastination starts early in the quarter. I don't want to reaaaaad and write a paper ,so procrastin start earli quarter i want reaaaaad write paper
1468012486,karenlikeslunch,What? Apparently it's 52 degress at 11pm in Washington State. I miss winter already ,what appar degress washington state i miss winter alreadi
1468012742,awesome_jordy,being bored at homee ,bore home
1468012912,itsjordanbitch,massage was great. i just spilled coke all over my desk  lame. watching the simpsons as i've finished all my hills dvds.,massag great spill coke desk lame watch simpson finish hill dvds
1468012988,aleskywalker,@nick_carter I will wait for you at fanclub chat.. even tough you're not my favorite ,i wait fanclub chat even tough favorit
1468013020,melvinchia,has a mild left inner ear infection.. and its got this irritating &quot;blocked&quot; feeling since sunday.. ,mild left inner ear infect got irrit quot block quot feel sinc sunday
1468013135,JessicaHamby,@JaneBodehouse Hey there! Nope. My cuteness @HoytFortenberry is away for awhile ,hey nope my cute hoytfortenberri away awhil
1468013308,sineadfitz,It's only tuesday ,it tuesday
1468013368,JaniceMyNig,Haha not even yo. I just didn't know how to do that @thang to you on twitter  Haha,haha even yo i know thang twitter haha
1468013773,Zwaapeh,Someones alarm clock or a phone woke me up at 3am...Still got my headache from yesterday night ,someon alarm clock phone woke still got headach yesterday night
1468013866,AndiVoci,@kalichosich awww poor puppy is she ok? ,awww poor puppi ok
1468013989,NikNaki08,i might break down and eat some buffalo wings tomorrow ,might break eat buffalo wing tomorrow
1468014152,lynea8472,"Sittin here w/Kayla, I really really reallly dis-like having a brother.  He doesn't know when to stop. I'm waiting for the day when one of",sittin w kayla i realli realli reallli dis like brother he know stop i wait day one
1468014191,alicebeneicke,Fed bokkie too many birthday treats-sicko ,fed bokki mani birthday treat sicko
1468014340,TommieGreen,"'s Kinda Bummed. An Agency Just Told Me That I Didn't Have The 'LOOK' That They Were Going For. Ladies, Please Help Me Create The 'LOOK' ",kinda bum an agenc just told me that i didn have the look that they were go for ladi pleas help me creat the look
1468014571,Monika29,Work laptop is officially dead .. Not happy at all.. ,work laptop offici dead not happi
1468014803,Danaye,"My goodness, it's freezing down here !!!!! ",my good freez
1468015006,TaraEn,@heidimontag why do you put up with him!!!!!  You should listen to your mom ,put you listen mom
1468015014,idrisjoel,is stucked in Paris and can't even travel into France (for work) ,stuck pari even travel franc work
1468015635,r_i_p_86,"@JoannaFBeckett, i don't think there's one close by. Last time I checked, the closest one was 70 miles away! ",think one close last time i check closest one mile away
1468017259,mishkia,aaaaand back to my literature review  At least i have a friendly cup of coffee to keep me company.,aaaaand back literatur review at least friend cup coffe keep compani
1468018354,courtneyjayne88,I am worried that I won't get my $900 even though I paid a buttload of tax last year ! ,i worri i get even though i paid buttload tax last year
1468018399,murielara,"Okay, so.. STILL NO SCHOOL!!!! ",okay still no school
1468018434,milah89,IS PHONELESS  ...NOW OFF TOO SLEEP,is phoneless now off too sleep
1468018610,CelesteChong,"Reeked of alcohol at the dentist this morning + was drunk when i put on my tshirt, realised it had a huge stain. Dentist looked disgusted ",reek alcohol dentist morn drunk put tshirt realis huge stain dentist look disgust
1468019147,torriRAWR,it is really cold ,realli cold
1468019183,LittleOne1210,cant sleep  she wants to dream!!,cant sleep want dream
1468019369,emily_fox,Can't sleep  I hate these nights when I try to go to bed early and stay awake for hours. Poo!,can sleep i hate night i tri go bed earli stay awak hour poo
1468019453,Pan_duh,@rootbeersoup Yeah. Too bad people like a certain burrito-eating man exist. ,yeah too bad peopl like certain burrito eat man exist
1468019679,gravitybomb,@Cronotriggers  that's sad.,sad
1468020159,SpazOfDrool,just found out that my mum  and my adopted auntie are on twitter.. check them out my mum is TessM64 and my awesome as auntie is tania38,found mum adopt aunti twitter check mum awesom aunti
1468020340,motof5,"Cannot sleep....WIDE AWAKE!!...and I gotta go to work later too. Boy, am I going to have a crappy day. ",can sleep wide awak i got ta go work later boy i go crappi day
1468020550,lahood19,struggling with eam law ,struggl eam law
1468020636,mfzbdale,Why can't I sleep like her  http://twitpic.com/2y3ty,whi i sleep like
1468020819,policano,Bouts to start 24. Poor linny couldn't keep her eyes open.  she tired and has to work tomorrow morning. Night @ilovefatsusan.,bout start poor linni keep eye open tire work tomorrow morn night ilovefatsusan
1468020989,MJPhotographer,My 4 year old (18 year old) is driving me around the twist...i don't want to be like this ,my year old year old drive around twist want like
1468021282,sfpoetic,"Well, that sucked. ",well suck
1468021321,theresaxo,i have to be out of my place in 3 days...any help i can get packing/painting/cleaning is much appreciated. oh. and RIP my wall  ,place day help get pack paint clean much appreci oh rip wall
1468021330,EvilChick,"Opening a partially frozen beer= Beer on the toaster, under the oven and all over the counter. The kitchen smells like we run a speakeasy ",open partial frozen beer beer toaster oven counter the kitchen smell like run speakeasi
1468021397,allynrawr,@stewiebrittany no  i dont even know how to ride it,dont even know ride
1468021408,Hanster7705,"@MonaSmith sadly, yes. i think i need counciling now ",sad yes think need council
1468021699,coletje1,"making myself ready for school...don't feel like going, but have two tests ",make readi school feel like go two test
1468022265,acecortinaboy,Smugness gone. My train also failed to turn up so I'm heading for Victoria followed by an unpleasant tube ride to the City. ,smug gone my train also fail turn i head victoria follow unpleas tube ride citi
1468022377,mandakaye,Anybody know where my iPod went? ,anybodi know ipod went
1468022707,massacred_mind,"aww this earthquake in Italy has made me sad  just saw the pics on the news, it's terrible.",aww earthquak itali made sad saw pic news terribl
1468022727,DJNephilim,@lilibat never been able to afford to get them out. I'd much rather go through the extraction than continue with what I deal with now. ,never abl afford get i much rather go extract continu i deal
1468023022,SleepyShadow, Why do other pet care people try to run others out of business? Or send suspicious e-mails fishing for info?,whi pet care peopl tri run other busi or send suspici e mail fish info
1468023065,alice_wonder,@kameelahwrites &lt;33 codez....they've been MIA tho ,lt codez mia tho
1468023146,EikLovesYou,@reannaremick doesnt work on my cell  go to sleep! =P,doesnt work cell go sleep p
1468023365,addictedtotext,it's going to be nice again tomorrow and then the rain comes back. no nice weather for my birthday ,go nice tomorrow rain come back nice weather birthday
1468023488,djbabyyu,@taliasunset rock band is hard..on expert!!! ,rock band hard expert
1468023501,jennkitty,@beachbassbone: roomie was home all day. All he had to do was scratch at the door. Comforter has to goto large laundromat machines. ,roomi home day all scratch door comfort goto larg laundromat machin
1468023868,ChrisMoody,"One of the hardest thing with this schedule, no one I can chat with at the end of my day usually ",one hardest thing schedul one i chat end day usual
